,Index,0
3386,T30237727,1
3387,T30237728,1
3388,T30237729,1
3389,T30237730,1
3390,T30237731,1
3391,T30237732,0
3392,T30237733,1
3393,T30237734,0
3394,T30237735,1
3395,T30237736,1
3396,T30237737,0
3397,T30237738,1
3398,T30237739,1
3399,T30237740,1
3400,T30237741,0
3401,T30237742,0
3402,T30237743,1
3403,T30237744,1
3404,T30237745,1
3405,T30237746,1
3406,T30237747,0
3407,T30237748,1
3408,T30237749,0
3409,T30237750,0
3410,T30237751,1
3411,T30237752,1
3412,T30237753,1
3413,T30237754,0
3414,T30237755,1
3415,T30237756,0
3416,T30237757,1
3417,T30237758,1
3418,T30237759,1
3419,T30237760,1
3420,T30237761,0
3421,T30237762,1
3422,T30237763,1
3423,T30237764,1
3424,T30237765,1
3425,T30237766,1
3426,T30237767,1
3427,T30237768,1
3428,T30237769,1
3429,T30237770,1
3430,T30237771,0
3431,T30237772,0
3432,T30237773,1
3433,T30237774,1
3434,T30237775,1
3435,T30237776,1
3436,T30237777,1
3437,T30237778,0
3438,T30237779,0
3439,T30237780,1
3440,T30237781,1
3441,T30237782,1
3442,T30237783,1
3443,T30237784,1
3444,T30237785,1
3445,T30237786,0
3446,T30237787,0
3447,T30237788,0
3448,T30237789,1
3449,T30237790,0
3450,T30237791,1
3451,T30237792,1
3452,T30237793,1
3453,T30237794,1
3454,T30237795,0
3455,T30237796,1
3456,T30237797,1
3457,T30237798,1
3458,T30237799,0
3459,T30237800,1
3460,T30237801,1
3461,T30237802,1
3462,T30237803,1
3463,T30237804,1
3464,T30237805,0
3465,T30237806,1
3466,T30237807,1
3467,T30237808,1
3468,T30237809,1
3469,T30237810,1
3470,T30237811,1
3471,T30237812,0
3472,T30237813,1
3473,T30237814,0
3474,T30237815,1
3475,T30237816,1
3476,T30237817,1
3477,T30237818,1
3478,T30237819,0
3479,T30237820,1
3480,T30237821,1
3481,T30237822,1
3482,T30237823,1
3483,T30237824,1
3484,T30237825,1
3485,T30237826,0
3486,T30237827,1
3487,T30237828,1
3488,T30237829,1
3489,T30237830,1
3490,T30237831,0
3491,T30237832,1
3492,T30237833,0
3493,T30237834,0
3494,T30237835,0
3495,T30237836,1
3496,T30237837,1
3497,T30237838,1
3498,T30237839,1
3499,T30237840,1
3500,T30237841,0
3501,T30237842,0
3502,T30237843,0
3503,T30237844,0
3504,T30237845,1
3505,T30237846,1
3506,T30237847,1
3507,T30237848,0
3508,T30237849,1
3509,T30237850,1
3510,T30237851,1
3511,T30237852,1
3512,T30237853,1
3513,T30237854,0
3514,T30237855,1
3515,T30237856,1
3516,T30237857,1
3517,T30237858,1
3518,T30237859,1
3519,T30237860,1
3520,T30237861,1
3521,T30237862,1
3522,T30237863,1
3523,T30237864,0
3524,T30237865,0
3525,T30237866,1
3526,T30237867,1
3527,T30237868,1
3528,T30237869,0
3529,T30237870,1
3530,T30237871,0
3531,T30237872,1
3532,T30237873,1
3533,T30237874,1
3534,T30237875,1
3535,T30237876,1
3536,T30237877,1
3537,T30237878,1
3538,T30237879,0
3539,T30237880,0
3540,T30237881,1
3541,T30237882,1
3542,T30237883,0
3543,T30237884,1
3544,T30237885,1
3545,T30237886,1
3546,T30237887,1
3547,T30237888,1
3548,T30237889,1
3549,T30237890,0
3550,T30237891,1
3551,T30237892,1
3552,T30237893,0
3553,T30237894,0
3554,T30237895,0
3555,T30237896,1
3556,T30237897,1
3557,T30237898,1
3558,T30237899,1
3559,T30237900,0
3560,T30237901,1
3561,T30237902,1
3562,T30237903,1
3563,T30237904,1
3564,T30237905,1
3565,T30237906,1
3566,T30237907,1
3567,T30237908,1
3568,T30237909,0
3569,T30237910,1
3570,T30237911,0
3571,T30237912,1
3572,T30237913,1
3573,T30237914,1
3574,T30237915,1
3575,T30237916,0
3576,T30237917,1
3577,T30237918,1
3578,T30237919,1
3579,T30237920,1
3580,T30237921,1
3581,T30237922,1
3582,T30237923,1
3583,T30237924,1
3584,T30237925,0
3585,T30237926,0
3586,T30237927,1
3587,T30237928,0
3588,T30237929,1
3589,T30237930,1
3590,T30237931,1
3591,T30237932,1
3592,T30237933,1
3593,T30237934,1
3594,T30237935,1
3595,T30237936,0
3596,T30237937,1
3597,T30237938,1
3598,T30237939,1
3599,T30237940,1
3600,T30237941,1
3601,T30237942,1
3602,T30237943,1
3603,T30237944,1
3604,T30237945,1
3605,T30237946,0
3606,T30237947,0
3607,T30237948,0
3608,T30237949,1
3609,T30237950,1
3610,T30237951,1
3611,T30237952,1
3612,T30237953,1
3613,T30237954,1
3614,T30237955,1
3615,T30237956,1
3616,T30237957,1
3617,T30237958,1
3618,T30237959,0
3619,T30237960,1
3620,T30237961,1
3621,T30237962,1
3622,T30237963,1
3623,T30237964,1
3624,T30237965,0
3625,T30237966,1
3626,T30237967,1
3627,T30237968,0
3628,T30237969,1
3629,T30237970,1
3630,T30237971,1
3631,T30237972,1
3632,T30237973,1
3633,T30237974,0
3634,T30237975,0
3635,T30237976,1
3636,T30237977,0
3637,T30237978,1
3638,T30237979,1
3639,T30237980,1
3640,T30237981,0
3641,T30237982,1
3642,T30237983,1
3643,T30237984,0
3644,T30237985,0
3645,T30237986,0
3646,T30237987,1
3647,T30237988,0
3648,T30237989,0
3649,T30237990,1
3650,T30237991,1
3651,T30237992,0
3652,T30237993,0
3653,T30237994,1
3654,T30237995,1
3655,T30237996,0
3656,T30237997,0
3657,T30237998,1
3658,T30237999,1
3659,T30238000,1
3660,T30238001,1
3661,T30238002,1
3662,T30238003,1
3663,T30238004,0
3664,T30238005,1
3665,T30238006,1
3666,T30238007,1
3667,T30238008,1
3668,T30238009,1
3669,T30238010,1
3670,T30238011,1
3671,T30238012,1
3672,T30238013,1
3673,T30238014,0
3674,T30238015,1
3675,T30238016,1
3676,T30238017,1
3677,T30238018,1
3678,T30238019,1
3679,T30238020,1
3680,T30238021,1
3681,T30238022,1
3682,T30238023,1
3683,T30238024,1
3684,T30238025,1
3685,T30238026,1
3686,T30238027,0
3687,T30238028,0
3688,T30238029,1
3689,T30238030,1
3690,T30238031,1
3691,T30238032,1
3692,T30238033,1
3693,T30238034,0
3694,T30238035,1
3695,T30238036,1
3696,T30238037,1
3697,T30238038,1
3698,T30238039,0
3699,T30238040,0
3700,T30238041,0
3701,T30238042,1
3702,T30238043,0
3703,T30238044,1
3704,T30238045,0
3705,T30238046,1
3706,T30238047,1
3707,T30238048,1
3708,T30238049,0
3709,T30238050,1
3710,T30238051,1
3711,T30238052,0
3712,T30238053,1
3713,T30238054,1
3714,T30238055,1
3715,T30238056,1
3716,T30238057,1
3717,T30238058,1
3718,T30238059,0
3719,T30238060,1
3720,T30238061,1
3721,T30238062,1
3722,T30238063,1
3723,T30238064,0
3724,T30238065,1
3725,T30238066,1
3726,T30238067,1
3727,T30238068,0
3728,T30238069,1
3729,T30238070,1
3730,T30238071,0
3731,T30238072,1
3732,T30238073,1
3733,T30238074,1
3734,T30238075,1
3735,T30238076,1
3736,T30238077,1
3737,T30238078,1
3738,T30238079,1
3739,T30238080,1
3740,T30238081,1
3741,T30238082,1
3742,T30238083,0
3743,T30238084,1
3744,T30238085,1
3745,T30238086,1
3746,T30238087,1
3747,T30238088,1
3748,T30238089,0
3749,T30238090,1
3750,T30238091,1
3751,T30238092,1
3752,T30238093,0
3753,T30238094,0
3754,T30238095,1
3755,T30238096,0
3756,T30238097,1
3757,T30238098,1
3758,T30238099,1
3759,T30238100,1
3760,T30238101,1
3761,T30238102,1
3762,T30238103,0
3763,T30238104,1
3764,T30238105,1
3765,T30238106,0
3766,T30238107,0
3767,T30238108,1
3768,T30238109,1
3769,T30238110,1
3770,T30238111,1
3771,T30238112,0
3772,T30238113,1
3773,T30238114,1
3774,T30238115,0
3775,T30238116,0
3776,T30238117,0
3777,T30238118,1
3778,T30238119,1
3779,T30238120,0
3780,T30238121,1
3781,T30238122,0
3782,T30238123,1
3783,T30238124,1
3784,T30238125,1
3785,T30238126,1
3786,T30238127,1
3787,T30238128,1
3788,T30238129,1
3789,T30238130,1
3790,T30238131,1
3791,T30238132,1
3792,T30238133,1
3793,T30238134,0
3794,T30238135,1
3795,T30238136,1
3796,T30238137,1
3797,T30238138,1
3798,T30238139,1
3799,T30238140,1
3800,T30238141,1
3801,T30238142,1
3802,T30238143,1
3803,T30238144,1
3804,T30238145,1
3805,T30238146,1
3806,T30238147,1
3807,T30238148,0
3808,T30238149,1
3809,T30238150,1
3810,T30238151,1
3811,T30238152,0
3812,T30238153,1
3813,T30238154,1
3814,T30238155,1
3815,T30238156,1
3816,T30238157,1
3817,T30238158,0
3818,T30238159,1
3819,T30238160,1
3820,T30238161,0
3821,T30238162,0
3822,T30238163,0
3823,T30238164,1
3824,T30238165,1
3825,T30238166,1
3826,T30238167,0
3827,T30238168,1
3828,T30238169,1
3829,T30238170,1
3830,T30238171,1
3831,T30238172,0
3832,T30238173,1
3833,T30238174,1
3834,T30238175,1
3835,T30238176,1
3836,T30238177,1
3837,T30238178,0
3838,T30238179,0
3839,T30238180,1
3840,T30238181,1
3841,T30238182,1
3842,T30238183,0
3843,T30238184,0
3844,T30238185,0
3845,T30238186,1
3846,T30238187,0
3847,T30238188,1
3848,T30238189,1
3849,T30238190,1
3850,T30238191,1
3851,T30238192,0
3852,T30238193,1
3853,T30238194,1
3854,T30238195,0
3855,T30238196,0
3856,T30238197,1
3857,T30238198,0
3858,T30238199,0
3859,T30238200,1
3860,T30238201,1
3861,T30238202,0
3862,T30238203,1
3863,T30238204,1
3864,T30238205,1
3865,T30238206,0
3866,T30238207,0
3867,T30238208,0
3868,T30238209,1
3869,T30238210,1
3870,T30238211,1
3871,T30238212,1
3872,T30238213,1
3873,T30238214,0
3874,T30238215,1
3875,T30238216,1
3876,T30238217,0
3877,T30238218,1
3878,T30238219,0
3879,T30238220,1
3880,T30238221,1
3881,T30238222,0
3882,T30238223,0
3883,T30238224,1
3884,T30238225,1
3885,T30238226,1
3886,T30238227,1
3887,T30238228,1
3888,T30238229,0
3889,T30238230,0
3890,T30238231,1
3891,T30238232,1
3892,T30238233,1
3893,T30238234,1
3894,T30238235,1
3895,T30238236,1
3896,T30238237,0
3897,T30238238,1
3898,T30238239,0
3899,T30238240,1
3900,T30238241,0
3901,T30238242,1
3902,T30238243,1
3903,T30238244,1
3904,T30238245,1
3905,T30238246,1
3906,T30238247,1
3907,T30238248,1
3908,T30238249,0
3909,T30238250,1
3910,T30238251,0
3911,T30238252,1
3912,T30238253,1
3913,T30238254,1
3914,T30238255,1
3915,T30238256,0
3916,T30238257,1
3917,T30238258,0
3918,T30238259,0
3919,T30238260,0
3920,T30238261,1
3921,T30238262,1
3922,T30238263,0
3923,T30238264,0
3924,T30238265,1
3925,T30238266,1
3926,T30238267,1
3927,T30238268,0
3928,T30238269,1
3929,T30238270,0
3930,T30238271,0
3931,T30238272,0
3932,T30238273,0
3933,T30238274,1
3934,T30238275,0
3935,T30238276,1
3936,T30238277,1
3937,T30238278,0
3938,T30238279,1
3939,T30238280,0
3940,T30238281,1
3941,T30238282,1
3942,T30238283,1
3943,T30238284,0
3944,T30238285,1
3945,T30238286,1
3946,T30238287,0
3947,T30238288,0
3948,T30238289,1
3949,T30238290,0
3950,T30238291,1
3951,T30238292,1
3952,T30238293,1
3953,T30238294,1
3954,T30238295,0
3955,T30238296,1
3956,T30238297,1
3957,T30238298,1
3958,T30238299,1
3959,T30238300,1
3960,T30238301,1
3961,T30238302,0
3962,T30238303,1
3963,T30238304,1
3964,T30238305,0
3965,T30238306,1
3966,T30238307,1
3967,T30238308,1
3968,T30238309,1
3969,T30238310,0
3970,T30238311,1
3971,T30238312,0
3972,T30238313,1
3973,T30238314,1
3974,T30238315,0
3975,T30238316,1
3976,T30238317,1
3977,T30238318,1
3978,T30238319,0
3979,T30238320,1
3980,T30238321,1
3981,T30238322,1
3982,T30238323,1
3983,T30238324,1
3984,T30238325,1
3985,T30238326,0
3986,T30238327,1
3987,T30238328,1
3988,T30238329,1
3989,T30238330,1
3990,T30238331,1
3991,T30238332,1
3992,T30238333,0
3993,T30238334,1
3994,T30238335,1
3995,T30238336,1
3996,T30238337,1
3997,T30238338,1
3998,T30238339,1
3999,T30238340,1
4000,T30238341,0
4001,T30238342,1
4002,T30238343,1
4003,T30238344,1
4004,T30238345,0
4005,T30238346,0
4006,T30238347,1
4007,T30238348,1
4008,T30238349,1
4009,T30238350,1
4010,T30238351,1
4011,T30238352,1
4012,T30238353,1
4013,T30238354,1
4014,T30238355,1
4015,T30238356,1
4016,T30238357,1
4017,T30238358,1
4018,T30238359,1
4019,T30238360,1
4020,T30238361,1
4021,T30238362,1
4022,T30238363,1
4023,T30238364,1
4024,T30238365,0
4025,T30238366,1
4026,T30238367,1
4027,T30238368,1
4028,T30238369,0
4029,T30238370,1
4030,T30238371,1
4031,T30238372,1
4032,T30238373,1
4033,T30238374,1
4034,T30238375,0
4035,T30238376,1
4036,T30238377,1
4037,T30238378,1
4038,T30238379,0
4039,T30238380,1
4040,T30238381,1
4041,T30238382,1
4042,T30238383,1
4043,T30238384,1
4044,T30238385,1
4045,T30238386,1
4046,T30238387,1
4047,T30238388,1
4048,T30238389,0
4049,T30238390,1
4050,T30238391,1
4051,T30238392,0
4052,T30238393,0
4053,T30238394,1
4054,T30238395,1
4055,T30238396,1
4056,T30238397,0
4057,T30238398,1
4058,T30238399,1
4059,T30238400,1
4060,T30238401,1
4061,T30238402,1
4062,T30238403,1
4063,T30238404,1
4064,T30238405,0
4065,T30238406,1
4066,T30238407,0
4067,T30238408,1
4068,T30238409,0
4069,T30238410,1
4070,T30238411,1
4071,T30238412,1
4072,T30238413,1
4073,T30238414,1
4074,T30238415,1
4075,T30238416,1
4076,T30238417,1
4077,T30238418,1
4078,T30238419,1
4079,T30238420,1
4080,T30238421,1
4081,T30238422,1
4082,T30238423,1
4083,T30238424,1
4084,T30238425,1
4085,T30238426,1
4086,T30238427,0
4087,T30238428,1
4088,T30238429,1
4089,T30238430,1
4090,T30238431,1
4091,T30238432,0
4092,T30238433,1
4093,T30238434,1
4094,T30238435,1
4095,T30238436,1
4096,T30238437,0
4097,T30238438,0
4098,T30238439,1
4099,T30238440,1
4100,T30238441,1
4101,T30238442,0
4102,T30238443,0
4103,T30238444,1
4104,T30238445,1
4105,T30238446,1
4106,T30238447,0
4107,T30238448,1
4108,T30238449,1
4109,T30238450,0
4110,T30238451,0
4111,T30238452,1
4112,T30238453,1
4113,T30238454,1
4114,T30238455,1
4115,T30238456,1
4116,T30238457,1
4117,T30238458,0
4118,T30238459,1
4119,T30238460,1
4120,T30238461,1
4121,T30238462,0
4122,T30238463,1
4123,T30238464,0
4124,T30238465,1
4125,T30238466,1
4126,T30238467,1
4127,T30238468,1
4128,T30238469,1
4129,T30238470,1
4130,T30238471,0
4131,T30238472,1
4132,T30238473,1
4133,T30238474,0
4134,T30238475,1
4135,T30238476,1
4136,T30238477,1
4137,T30238478,1
4138,T30238479,1
4139,T30238480,0
4140,T30238481,1
4141,T30238482,0
4142,T30238483,1
4143,T30238484,1
4144,T30238485,1
4145,T30238486,0
4146,T30238487,1
4147,T30238488,1
4148,T30238489,1
4149,T30238490,0
4150,T30238491,0
4151,T30238492,0
4152,T30238493,1
4153,T30238494,0
4154,T30238495,1
4155,T30238496,1
4156,T30238497,1
4157,T30238498,1
4158,T30238499,0
4159,T30238500,1
4160,T30238501,1
4161,T30238502,0
4162,T30238503,0
4163,T30238504,0
4164,T30238505,0
4165,T30238506,1
4166,T30238507,0
4167,T30238508,0
4168,T30238509,1
4169,T30238510,1
4170,T30238511,1
4171,T30238512,1
4172,T30238513,1
4173,T30238514,1
4174,T30238515,1
4175,T30238516,1
4176,T30238517,1
4177,T30238518,1
4178,T30238519,1
4179,T30238520,0
4180,T30238521,1
4181,T30238522,1
4182,T30238523,1
4183,T30238524,1
4184,T30238525,0
4185,T30238526,1
4186,T30238527,1
4187,T30238528,1
4188,T30238529,1
4189,T30238530,1
4190,T30238531,0
4191,T30238532,1
4192,T30238533,1
4193,T30238534,0
4194,T30238535,0
4195,T30238536,1
4196,T30238537,0
4197,T30238538,0
4198,T30238539,1
4199,T30238540,1
4200,T30238541,0
4201,T30238542,0
4202,T30238543,0
4203,T30238544,1
4204,T30238545,1
4205,T30238546,1
4206,T30238547,1
4207,T30238548,1
4208,T30238549,1
4209,T30238550,0
4210,T30238551,1
4211,T30238552,0
4212,T30238553,1
4213,T30238554,1
4214,T30238555,1
4215,T30238556,1
4216,T30238557,0
4217,T30238558,1
4218,T30238559,0
4219,T30238560,1
4220,T30238561,1
4221,T30238562,0
4222,T30238563,1
4223,T30238564,1
4224,T30238565,1
4225,T30238566,1
4226,T30238567,1
4227,T30238568,1
4228,T30238569,1
4229,T30238570,1
4230,T30238571,1
4231,T30238572,1
4232,T30238573,1
4233,T30238574,1
4234,T30238575,1
4235,T30238576,1
4236,T30238577,0
4237,T30238578,0
4238,T30238579,1
4239,T30238580,0
4240,T30238581,1
4241,T30238582,1
4242,T30238583,1
4243,T30238584,1
4244,T30238585,1
4245,T30238586,0
4246,T30238587,0
4247,T30238588,0
4248,T30238589,0
4249,T30238590,1
4250,T30238591,0
4251,T30238592,1
4252,T30238593,0
4253,T30238594,1
4254,T30238595,1
4255,T30238596,1
4256,T30238597,1
4257,T30238598,1
4258,T30238599,1
4259,T30238600,0
4260,T30238601,0
4261,T30238602,1
4262,T30238603,1
4263,T30238604,1
4264,T30238605,0
4265,T30238606,1
4266,T30238607,1
4267,T30238608,0
4268,T30238609,1
4269,T30238610,1
4270,T30238611,1
4271,T30238612,1
4272,T30238613,0
4273,T30238614,0
4274,T30238615,1
4275,T30238616,1
4276,T30238617,1
4277,T30238618,1
4278,T30238619,0
4279,T30238620,1
4280,T30238621,1
4281,T30238622,0
4282,T30238623,1
4283,T30238624,1
4284,T30238625,1
4285,T30238626,1
4286,T30238627,0
4287,T30238628,1
4288,T30238629,0
4289,T30238630,1
4290,T30238631,1
4291,T30238632,1
4292,T30238633,1
4293,T30238634,1
4294,T30238635,1
4295,T30238636,0
4296,T30238637,1
4297,T30238638,1
4298,T30238639,1
4299,T30238640,1
4300,T30238641,1
4301,T30238642,0
4302,T30238643,0
4303,T30238644,1
4304,T30238645,0
4305,T30238646,0
4306,T30238647,1
4307,T30238648,1
4308,T30238649,1
4309,T30238650,1
4310,T30238651,0
4311,T30238652,0
4312,T30238653,0
4313,T30238654,1
4314,T30238655,1
4315,T30238656,0
4316,T30238657,1
4317,T30238658,1
4318,T30238659,1
4319,T30238660,0
4320,T30238661,1
4321,T30238662,1
4322,T30238663,1
4323,T30238664,1
4324,T30238665,1
4325,T30238666,1
4326,T30238667,0
4327,T30238668,1
4328,T30238669,0
4329,T30238670,1
4330,T30238671,1
4331,T30238672,1
4332,T30238673,1
4333,T30238674,1
4334,T30238675,1
4335,T30238676,1
4336,T30238677,0
4337,T30238678,0
4338,T30238679,1
4339,T30238680,1
4340,T30238681,1
4341,T30238682,1
4342,T30238683,0
4343,T30238684,1
4344,T30238685,1
4345,T30238686,1
4346,T30238687,0
4347,T30238688,0
4348,T30238689,0
4349,T30238690,1
4350,T30238691,0
4351,T30238692,1
4352,T30238693,1
4353,T30238694,1
4354,T30238695,0
4355,T30238696,0
4356,T30238697,1
4357,T30238698,1
4358,T30238699,0
4359,T30238700,1
4360,T30238701,1
4361,T30238702,1
4362,T30238703,0
4363,T30238704,1
4364,T30238705,0
4365,T30238706,1
4366,T30238707,0
4367,T30238708,1
4368,T30238709,0
4369,T30238710,1
4370,T30238711,1
4371,T30238712,1
4372,T30238713,1
4373,T30238714,1
4374,T30238715,1
4375,T30238716,1
4376,T30238717,1
4377,T30238718,1
4378,T30238719,0
4379,T30238720,1
4380,T30238721,0
4381,T30238722,1
4382,T30238723,1
4383,T30238724,0
4384,T30238725,1
4385,T30238726,1
4386,T30238727,1
4387,T30238728,1
4388,T30238729,1
4389,T30238730,1
4390,T30238731,1
4391,T30238732,1
4392,T30238733,1
4393,T30238734,0
4394,T30238735,1
4395,T30238736,1
4396,T30238737,1
4397,T30238738,1
4398,T30238739,0
4399,T30238740,1
4400,T30238741,0
4401,T30238742,1
4402,T30238743,1
4403,T30238744,1
4404,T30238745,1
4405,T30238746,1
4406,T30238747,1
4407,T30238748,1
4408,T30238749,1
4409,T30238750,1
4410,T30238751,1
4411,T30238752,1
4412,T30238753,1
4413,T30238754,1
4414,T30238755,0
4415,T30238756,1
4416,T30238757,1
4417,T30238758,1
4418,T30238759,1
4419,T30238760,1
4420,T30238761,1
4421,T30238762,1
4422,T30238763,1
4423,T30238764,1
4424,T30238765,0
4425,T30238766,1
4426,T30238767,0
4427,T30238768,0
4428,T30238769,1
4429,T30238770,1
4430,T30238771,1
4431,T30238772,1
4432,T30238773,1
4433,T30238774,1
4434,T30238775,1
4435,T30238776,1
4436,T30238777,1
4437,T30238778,1
4438,T30238779,1
4439,T30238780,1
4440,T30238781,1
4441,T30238782,0
4442,T30238783,1
4443,T30238784,1
4444,T30238785,0
4445,T30238786,0
4446,T30238787,0
4447,T30238788,1
4448,T30238789,1
4449,T30238790,1
4450,T30238791,1
4451,T30238792,1
4452,T30238793,1
4453,T30238794,1
4454,T30238795,1
4455,T30238796,1
4456,T30238797,0
4457,T30238798,0
4458,T30238799,1
4459,T30238800,1
4460,T30238801,0
4461,T30238802,1
4462,T30238803,1
4463,T30238804,1
4464,T30238805,0
4465,T30238806,1
4466,T30238807,1
4467,T30238808,1
4468,T30238809,1
4469,T30238810,1
4470,T30238811,1
4471,T30238812,1
4472,T30238813,1
4473,T30238814,1
4474,T30238815,1
4475,T30238816,1
4476,T30238817,0
4477,T30238818,1
4478,T30238819,1
4479,T30238820,1
4480,T30238821,1
4481,T30238822,1
4482,T30238823,1
4483,T30238824,0
4484,T30238825,0
4485,T30238826,1
4486,T30238827,1
4487,T30238828,1
4488,T30238829,1
4489,T30238830,1
4490,T30238831,1
4491,T30238832,1
4492,T30238833,1
4493,T30238834,0
4494,T30238835,1
4495,T30238836,1
4496,T30238837,1
4497,T30238838,1
4498,T30238839,1
4499,T30238840,1
4500,T30238841,1
4501,T30238842,1
4502,T30238843,1
4503,T30238844,1
4504,T30238845,1
4505,T30238846,1
4506,T30238847,1
4507,T30238848,0
4508,T30238849,1
4509,T30238850,1
4510,T30238851,1
4511,T30238852,1
4512,T30238853,1
4513,T30238854,0
4514,T30238855,1
4515,T30238856,1
4516,T30238857,1
4517,T30238858,1
4518,T30238859,1
4519,T30238860,1
4520,T30238861,1
4521,T30238862,1
4522,T30238863,1
4523,T30238864,1
4524,T30238865,0
4525,T30238866,1
4526,T30238867,0
4527,T30238868,0
4528,T30238869,0
4529,T30238870,0
4530,T30238871,0
4531,T30238872,0
4532,T30238873,1
4533,T30238874,1
4534,T30238875,1
4535,T30238876,0
4536,T30238877,1
4537,T30238878,0
4538,T30238879,1
4539,T30238880,1
4540,T30238881,1
4541,T30238882,1
4542,T30238883,1
4543,T30238884,0
4544,T30238885,1
4545,T30238886,1
4546,T30238887,0
4547,T30238888,0
4548,T30238889,0
4549,T30238890,1
4550,T30238891,1
4551,T30238892,1
4552,T30238893,1
4553,T30238894,1
4554,T30238895,1
4555,T30238896,1
4556,T30238897,0
4557,T30238898,1
4558,T30238899,1
4559,T30238900,1
4560,T30238901,1
4561,T30238902,1
4562,T30238903,0
4563,T30238904,1
4564,T30238905,1
4565,T30238906,1
4566,T30238907,1
4567,T30238908,1
4568,T30238909,1
4569,T30238910,1
4570,T30238911,1
4571,T30238912,0
4572,T30238913,1
4573,T30238914,0
4574,T30238915,0
4575,T30238916,0
4576,T30238917,1
4577,T30238918,1
4578,T30238919,1
4579,T30238920,0
4580,T30238921,0
4581,T30238922,1
4582,T30238923,1
4583,T30238924,1
4584,T30238925,1
4585,T30238926,1
4586,T30238927,1
4587,T30238928,0
4588,T30238929,1
4589,T30238930,1
4590,T30238931,1
4591,T30238932,0
4592,T30238933,0
4593,T30238934,1
4594,T30238935,1
4595,T30238936,1
4596,T30238937,1
4597,T30238938,1
4598,T30238939,1
4599,T30238940,1
4600,T30238941,1
4601,T30238942,1
4602,T30238943,0
4603,T30238944,1
4604,T30238945,1
4605,T30238946,1
4606,T30238947,1
4607,T30238948,1
4608,T30238949,1
4609,T30238950,1
4610,T30238951,1
4611,T30238952,1
4612,T30238953,1
4613,T30238954,1
4614,T30238955,1
4615,T30238956,1
4616,T30238957,1
4617,T30238958,1
4618,T30238959,0
4619,T30238960,1
4620,T30238961,1
4621,T30238962,1
4622,T30238963,1
4623,T30238964,1
4624,T30238965,1
4625,T30238966,1
4626,T30238967,1
4627,T30238968,1
4628,T30238969,0
4629,T30238970,1
4630,T30238971,1
4631,T30238972,1
4632,T30238973,1
4633,T30238974,1
4634,T30238975,0
4635,T30238976,1
4636,T30238977,1
4637,T30238978,1
4638,T30238979,1
4639,T30238980,1
4640,T30238981,1
4641,T30238982,0
4642,T30238983,0
4643,T30238984,1
4644,T30238985,1
4645,T30238986,1
4646,T30238987,1
4647,T30238988,1
4648,T30238989,1
4649,T30238990,1
4650,T30238991,1
4651,T30238992,1
4652,T30238993,0
4653,T30238994,1
4654,T30238995,1
4655,T30238996,1
4656,T30238997,0
4657,T30238998,1
4658,T30238999,1
4659,T30239000,1
4660,T30239001,0
4661,T30239002,1
4662,T30239003,1
4663,T30239004,1
4664,T30239005,1
4665,T30239006,1
4666,T30239007,1
4667,T30239008,1
4668,T30239009,0
4669,T30239010,1
4670,T30239011,0
4671,T30239012,1
4672,T30239013,0
4673,T30239014,1
4674,T30239015,1
4675,T30239016,1
4676,T30239017,0
4677,T30239018,1
4678,T30239019,1
4679,T30239020,1
4680,T30239021,0
4681,T30239022,0
4682,T30239023,1
4683,T30239024,0
4684,T30239025,0
4685,T30239026,1
4686,T30239027,1
4687,T30239028,1
4688,T30239029,1
4689,T30239030,0
4690,T30239031,1
4691,T30239032,1
4692,T30239033,1
4693,T30239034,0
4694,T30239035,1
4695,T30239036,0
4696,T30239037,0
4697,T30239038,0
4698,T30239039,0
4699,T30239040,1
4700,T30239041,0
4701,T30239042,1
4702,T30239043,1
4703,T30239044,1
4704,T30239045,1
4705,T30239046,1
4706,T30239047,1
4707,T30239048,1
4708,T30239049,1
4709,T30239050,1
4710,T30239051,1
4711,T30239052,1
4712,T30239053,1
4713,T30239054,1
4714,T30239055,1
4715,T30239056,1
4716,T30239057,1
4717,T30239058,0
4718,T30239059,0
4719,T30239060,0
4720,T30239061,1
4721,T30239062,1
4722,T30239063,1
4723,T30239064,1
4724,T30239065,1
4725,T30239066,0
4726,T30239067,1
4727,T30239068,1
4728,T30239069,1
4729,T30239070,1
4730,T30239071,1
4731,T30239072,0
4732,T30239073,0
4733,T30239074,0
4734,T30239075,1
4735,T30239076,0
4736,T30239077,1
4737,T30239078,1
4738,T30239079,1
4739,T30239080,1
4740,T30239081,1
4741,T30239082,1
4742,T30239083,1
4743,T30239084,1
4744,T30239085,1
4745,T30239086,0
4746,T30239087,1
4747,T30239088,1
4748,T30239089,1
4749,T30239090,0
4750,T30239091,0
4751,T30239092,1
4752,T30239093,1
4753,T30239094,0
4754,T30239095,1
4755,T30239096,1
4756,T30239097,1
4757,T30239098,1
4758,T30239099,0
4759,T30239100,1
4760,T30239101,1
4761,T30239102,0
4762,T30239103,1
4763,T30239104,1
4764,T30239105,0
4765,T30239106,1
4766,T30239107,1
4767,T30239108,1
4768,T30239109,1
4769,T30239110,1
4770,T30239111,1
4771,T30239112,1
4772,T30239113,1
4773,T30239114,1
4774,T30239115,1
4775,T30239116,0
4776,T30239117,0
4777,T30239118,1
4778,T30239119,1
4779,T30239120,1
4780,T30239121,1
4781,T30239122,0
4782,T30239123,1
4783,T30239124,1
4784,T30239125,1
